Household_ID,Region,Income_Level,Household_Size,Food_Spend_%,Food_Shortage_Days,Child_Malnutrition,Access_Markets,Govt_Assistance,Employment_Status,Water_Access,Crop_Dependence,Seasonal_Food_Security,Food_Diversity_Score,Education_Level
1968,East,Medium,6,86.68048556953093,1,Yes,Yes,Yes,Unemployed,No,Low,No,4.944732872398676,Secondary
1969,West,Low,6,50.20650470510313,5,No,Yes,Yes,Unemployed,No,High,Yes,2.180561453751019,Secondary
1970,West,Low,2,53.124951229254506,2,No,No,No,Unemployed,Yes,High,No,6.8150947149000025,Primary
1971,South,Low,6,67.9701673459017,4,No,No,Yes,Unemployed,No,Low,Yes,7.640697339783631,Primary
1972,East,High,3,46.58119401873388,5,No,No,Yes,Employed,Yes,Low,Yes,9.525091871799988,Primary
1973,North,Medium,7,25.207877435238146,4,No,No,Yes,Employed,No,High,Yes,3.2734357154644873,None
1974,East,Medium,1,69.75753348983446,5,No,No,No,Employed,Yes,High,No,4.296675536316928,None
1975,East,Medium,3,69.02287114823986,4,Yes,Yes,No,Unemployed,No,Low,Yes,4.480462502968947,None
1976,South,Medium,1,29.598488271342358,5,No,Yes,Yes,Unemployed,Yes,Medium,No,1.873009408604788,Primary
1977,West,Low,7,76.6333215824806,8,No,No,Yes,Employed,Yes,Low,Yes,8.271163292897823,Tertiary
1978,West,Low,4,59.09193571361286,3,No,No,No,Unemployed,Yes,Medium,No,1.7443773890551952,Primary
1979,North,Medium,7,28.904128825229236,5,Yes,Yes,Yes,Employed,No,Medium,Yes,4.046901276934934,Secondary
1980,West,Low,6,62.16313153349634,9,Yes,No,Yes,Employed,Yes,Low,Yes,2.7134556600467095,None
1981,West,High,7,28.688762103244862,8,No,No,No,Employed,No,High,Yes,6.979417297805257,Secondary
1982,North,Low,3,31.218636326401423,8,Yes,No,No,Employed,Yes,Medium,Yes,9.150130315525118,Primary
1983,North,High,4,77.84074454425249,2,Yes,No,Yes,Unemployed,No,Low,Yes,7.718361001957069,Secondary
1984,South,High,7,84.3593255391855,10,No,Yes,Yes,Employed,Yes,Medium,Yes,7.970666027534256,None
1985,South,Medium,2,30.55061266865689,1,Yes,Yes,Yes,Employed,Yes,Medium,Yes,1.7065250844345357,Tertiary
1986,South,Medium,6,84.24408296681486,0,Yes,Yes,Yes,Unemployed,Yes,High,No,7.650649385430805,Tertiary
1987,South,Low,7,29.103907720188282,5,No,No,Yes,Unemployed,Yes,Medium,No,1.5627749012152123,Primary
1988,West,Medium,4,19.38138924340685,1,Yes,No,Yes,Employed,No,Low,No,5.357861331736079,Tertiary
1989,South,High,5,14.657910245700894,6,Yes,No,No,Employed,No,Medium,Yes,7.227501409978057,None
1990,East,High,3,29.369059266610662,6,No,No,Yes,Unemployed,Yes,Low,No,3.292612317271845,Primary
1991,North,Low,6,40.819723254178825,1,No,Yes,Yes,Unemployed,Yes,Medium,No,7.143113615443195,None
1992,South,High,6,84.20387040874438,7,Yes,No,No,Unemployed,No,High,No,8.924776494898797,Secondary
1993,North,Medium,1,29.372639976482297,5,Yes,Yes,No,Unemployed,No,High,No,8.901689893516803,Primary
1994,West,Low,4,39.23722759607146,5,No,No,Yes,Employed,No,Medium,Yes,2.728934435743481,Tertiary
1995,South,Low,6,68.73246997948576,6,Yes,Yes,Yes,Unemployed,Yes,High,No,3.4706397764580155,None
1996,East,Low,6,34.165927038982524,2,Yes,No,No,Unemployed,No,Medium,No,6.994339697978559,Primary
1997,North,Medium,3,64.74945213436644,2,Yes,Yes,Yes,Employed,Yes,Medium,Yes,8.571840431383034,Primary
1998,South,High,1,44.56622553988019,4,Yes,Yes,No,Unemployed,No,High,No,5.096968231673068,Tertiary
1999,East,Medium,6,25.715596212733782,9,No,No,Yes,Employed,Yes,High,Yes,9.29979992959306,None
2000,West,Low,6,68.72471207753088,5,No,No,No,Unemployed,No,Medium,No,6.171530918505205,Secondary
2001,East,High,3,12.163106668534729,4,No,No,No,Unemployed,Yes,Low,Yes,3.3575280245340253,Tertiary
2002,West,Low,7,33.38678600583832,6,Yes,Yes,No,Employed,Yes,Low,Yes,1.1796935926924688,Primary
2003,North,Medium,3,38.494523133470295,5,Yes,No,Yes,Employed,No,High,No,8.266229153615837,None
2004,South,Low,7,46.65746039901088,10,No,Yes,No,Employed,No,High,Yes,1.835237330426609,Primary
2005,East,Medium,5,64.38953855809115,6,Yes,Yes,Yes,Employed,Yes,Low,Yes,1.7059868206561186,Tertiary
2006,East,Low,4,46.75239953488295,11,No,Yes,Yes,Unemployed,No,Low,Yes,7.994199786965456,Secondary
2007,East,Low,7,57.5459289828973,7,No,No,No,Employed,Yes,Medium,No,1.2848476564542093,Secondary
2008,West,Low,5,57.662326273425386,1,Yes,No,Yes,Employed,Yes,High,Yes,8.584840737348884,None
2009,North,Medium,2,39.861731991680614,7,Yes,No,No,Employed,Yes,Medium,No,6.388521688741493,Secondary
2010,North,Medium,6,84.71770126037588,3,No,No,No,Unemployed,No,Medium,No,6.72890816067599,Primary
2011,South,Medium,3,86.46830647011542,3,Yes,Yes,No,Employed,No,Low,Yes,9.442459662715178,Secondary
2012,South,Medium,7,56.54807072755727,2,No,No,No,Unemployed,Yes,Medium,Yes,8.800222612325122,Secondary
2013,North,Medium,4,15.735270423634553,5,Yes,Yes,Yes,Employed,Yes,High,No,1.6839586090637613,Secondary
2014,North,High,7,49.29020514047486,6,No,No,Yes,Employed,Yes,High,No,8.67687002928184,Primary
2015,North,Low,2,24.753546143520573,3,Yes,No,Yes,Unemployed,No,High,Yes,7.0043052931923535,Secondary
2016,East,Medium,6,48.6571617498323,9,Yes,Yes,No,Unemployed,Yes,Medium,No,3.8509595061667996,Primary
2017,West,High,2,25.078652359883343,2,Yes,No,Yes,Unemployed,Yes,Medium,No,8.680246914614324,None
2018,North,High,5,66.30841965191075,3,No,Yes,Yes,Employed,Yes,High,Yes,1.2096890311826125,Primary
2019,South,Low,2,16.4343296053074,3,No,Yes,No,Employed,Yes,Low,No,8.537894480937808,Primary
2020,West,Low,7,86.26432611167392,4,Yes,No,No,Employed,No,Low,No,6.581718259655141,None
2021,East,Low,1,25.630071154668215,5,Yes,No,No,Unemployed,Yes,High,Yes,3.3505102423697393,Secondary
2022,West,Medium,1,62.85250688393964,3,Yes,Yes,Yes,Unemployed,Yes,Medium,No,1.0536138433319833,Secondary
2023,North,Low,1,83.35698805835915,5,Yes,No,No,Employed,Yes,Medium,Yes,5.6919266198903795,None
2024,West,Low,6,29.830905118725,4,No,No,Yes,Unemployed,Yes,Medium,Yes,4.80030738055706,Secondary
2025,South,Low,2,84.7437519229704,5,Yes,Yes,No,Unemployed,No,Medium,Yes,8.762929922604537,Secondary
2026,West,High,6,41.09397325282181,3,Yes,Yes,No,Employed,Yes,High,Yes,8.091238825666862,None
2027,North,Medium,6,86.8424653802072,4,No,Yes,Yes,Employed,No,Medium,Yes,6.306921071223545,Secondary
2028,West,Low,3,87.70910865076205,7,Yes,No,Yes,Employed,Yes,High,Yes,2.3576413493193087,Tertiary
2029,West,High,4,25.04639240553918,7,Yes,No,Yes,Employed,No,High,No,7.535116070299965,None
2030,West,Medium,1,76.48698695448435,4,Yes,No,No,Employed,Yes,Medium,Yes,6.34260178123559,Secondary
2031,South,Low,1,25.473681026684023,4,No,Yes,Yes,Employed,No,Low,No,1.2028900800488738,Secondary
2032,West,High,1,28.115249626486527,7,Yes,No,Yes,Employed,No,Medium,No,7.856263065544673,Secondary
2033,West,Medium,5,16.730120321871862,7,Yes,No,No,Employed,No,Low,No,8.485484705625923,Tertiary
2034,East,Low,5,22.522955719854238,5,No,Yes,Yes,Employed,No,Low,Yes,7.97044681600824,Secondary
2035,West,Low,7,60.57751745976863,3,No,No,No,Employed,Yes,High,Yes,2.586974941615644,None
2036,West,High,7,45.94021840414292,2,Yes,No,No,Unemployed,No,Low,Yes,5.522505047004381,Tertiary
2037,East,Low,1,73.27553897350681,4,No,Yes,No,Employed,Yes,Low,No,5.7455345985326955,Primary
2038,South,High,1,36.559745186129774,1,No,No,Yes,Employed,Yes,High,Yes,9.409189995828832,Primary
2039,South,High,6,87.48996538408471,6,No,Yes,Yes,Employed,Yes,Medium,No,9.330434880325049,None
2040,East,High,5,13.989803265549972,5,Yes,No,No,Unemployed,Yes,Low,Yes,1.5605149530291067,None
2041,East,Medium,4,15.034876352195319,8,Yes,No,Yes,Unemployed,Yes,Medium,No,9.99277493506602,Secondary
2042,West,High,3,66.10999190545088,10,No,Yes,No,Employed,No,High,Yes,8.080209874388327,Secondary
2043,South,Medium,4,81.00311079782878,4,No,No,No,Employed,Yes,Low,No,4.379784612871867,Tertiary
2044,South,Low,6,73.64001533073196,5,Yes,No,No,Employed,No,High,Yes,7.68954253146236,Tertiary
2045,West,Medium,3,49.185367029353095,3,Yes,Yes,No,Unemployed,Yes,High,Yes,4.389850821303549,Tertiary
2046,North,High,2,31.571308904401604,5,Yes,No,Yes,Unemployed,Yes,High,Yes,9.426513122188988,Tertiary
2047,West,Low,2,11.076122344377195,4,Yes,Yes,No,Employed,No,Low,Yes,4.403018618482225,Primary
2048,North,High,4,50.756116313582055,6,No,Yes,Yes,Employed,Yes,High,No,7.894884839722111,Primary
2049,West,High,5,48.050895784742124,8,No,No,No,Employed,No,Medium,Yes,2.3974680373301847,None
2050,East,Low,7,37.53967195761919,2,Yes,No,No,Unemployed,Yes,High,No,8.67085846168183,None
2051,West,High,7,56.2458230377988,5,Yes,No,No,Unemployed,No,Low,No,6.583994865220557,Secondary
2052,East,Medium,1,68.30517579050186,9,No,Yes,No,Unemployed,Yes,Low,No,8.26840536248147,Secondary
2053,North,Low,2,66.0710588982594,9,Yes,Yes,No,Employed,No,Low,Yes,4.761634516388986,Secondary
2054,North,Low,6,31.06022734273724,10,No,Yes,No,Unemployed,No,Medium,Yes,4.116835267952418,Primary
2055,East,Low,7,56.82429508916745,7,Yes,Yes,Yes,Employed,No,Low,Yes,5.793598387065176,Tertiary
2056,East,High,5,21.90195828671987,3,Yes,No,Yes,Unemployed,Yes,Medium,Yes,4.493699945667526,Primary
2057,South,High,5,19.728147511068368,3,Yes,No,Yes,Employed,No,High,Yes,5.627328814076111,None
2058,South,Low,3,72.86846690072943,7,No,Yes,Yes,Employed,Yes,Medium,No,4.875819191443576,Primary
2059,West,Medium,2,65.49967216764287,3,No,Yes,Yes,Employed,No,High,Yes,2.7697905999633283,Secondary
2060,East,High,4,71.4343120505303,10,No,Yes,No,Employed,Yes,High,Yes,9.789660558529503,None
2061,North,High,6,22.19698193633767,5,No,No,Yes,Unemployed,Yes,High,Yes,1.1447680620751455,Primary
2062,South,High,5,83.1694871496368,5,Yes,No,Yes,Employed,Yes,Low,No,9.33082671827882,Tertiary
2063,East,Medium,4,20.6489290577887,5,Yes,No,No,Unemployed,Yes,Medium,Yes,8.446545682234353,Secondary
2064,North,High,4,79.6029574558183,4,No,Yes,No,Unemployed,No,Low,No,4.788131040265791,None
2065,North,High,6,38.1903433044745,4,No,Yes,No,Unemployed,No,Low,Yes,3.89887307015555,Primary
2066,East,Medium,2,18.434727442731145,5,No,Yes,No,Unemployed,No,Medium,No,2.4821779169477782,None
2067,West,Medium,6,32.94151684524208,6,Yes,No,Yes,Employed,No,High,Yes,2.197538047766157,None
2068,South,High,4,24.51584113711064,7,Yes,No,Yes,Employed,Yes,Medium,No,5.958267836330778,Primary
2069,South,Low,7,49.25357749533713,3,No,Yes,Yes,Unemployed,No,Low,Yes,1.9488403319241963,Secondary
2070,East,Low,4,85.97962784318149,5,No,Yes,Yes,Employed,Yes,Medium,Yes,5.28824223769098,Primary
2071,West,Medium,1,36.22969292660148,4,No,No,No,Employed,No,High,Yes,8.332393413480794,Tertiary
2072,North,High,7,58.9679188545691,6,Yes,Yes,Yes,Employed,Yes,Low,No,7.813164515220777,Tertiary
2073,West,Medium,7,81.3376700591971,3,Yes,No,No,Unemployed,Yes,Medium,Yes,2.192606976328702,Secondary
2074,South,Medium,6,60.40591437569856,2,Yes,Yes,Yes,Unemployed,Yes,High,Yes,9.649684396697706,None
2075,East,Low,4,38.975931269581146,8,No,Yes,No,Employed,Yes,Low,Yes,3.575528992612512,Secondary
2076,South,Medium,1,89.26713017407033,3,Yes,Yes,No,Employed,Yes,Low,Yes,7.351215374244018,Secondary
2077,East,Medium,2,24.993088115242692,8,Yes,No,Yes,Employed,Yes,High,No,3.7044694789680683,None
2078,West,High,4,51.86048119164064,4,Yes,No,Yes,Unemployed,Yes,Medium,Yes,6.556835418844201,Primary
2079,South,High,5,73.73643989894379,3,Yes,Yes,Yes,Unemployed,Yes,High,Yes,6.152397919417874,None
2080,West,Medium,6,10.051909566177946,3,No,Yes,No,Unemployed,No,Low,Yes,2.6048438472130173,Secondary
2081,South,Medium,4,66.16346017139496,7,Yes,No,Yes,Unemployed,Yes,High,No,6.873030531291199,Tertiary
2082,West,High,1,31.319911736475092,1,Yes,No,No,Employed,No,Low,Yes,3.934054704015687,Primary
2083,South,Low,5,23.578137815350175,6,No,Yes,Yes,Unemployed,No,High,Yes,6.500354457299573,Primary
2084,East,High,2,31.935557069463314,7,Yes,No,Yes,Employed,Yes,Medium,Yes,5.872394981462154,None
2085,West,High,6,87.34531406718273,6,No,Yes,No,Unemployed,No,High,No,8.583872303367206,None
2086,West,High,3,81.35482073917484,6,No,Yes,Yes,Unemployed,No,Low,Yes,2.922329395408541,Secondary
2087,East,High,3,27.100356517096202,1,Yes,No,Yes,Employed,No,Medium,Yes,2.3627110274663505,Primary
2088,North,High,1,19.362141849475563,5,Yes,No,Yes,Employed,Yes,Low,Yes,8.694082916608416,Primary
2089,South,Low,2,39.13220836115741,0,Yes,No,Yes,Unemployed,No,Medium,Yes,5.000910620025533,None
2090,South,High,2,57.386918408005876,5,No,Yes,Yes,Unemployed,Yes,Low,No,8.036587733719099,None
2091,East,High,4,79.37157028648966,5,No,No,No,Employed,Yes,Low,No,9.636154092496662,Tertiary
2092,South,Low,3,87.28721000320621,5,No,Yes,No,Unemployed,No,Low,Yes,5.89894441855221,Secondary
2093,West,Medium,4,70.0922694538479,9,No,No,Yes,Unemployed,Yes,Medium,Yes,3.706116868087868,Tertiary
2094,West,Low,2,57.92057701613246,8,Yes,No,Yes,Unemployed,No,Low,No,8.14806399731607,Secondary
2095,East,High,1,21.386562090481355,3,Yes,Yes,No,Employed,Yes,High,Yes,9.37849010919634,Tertiary
2096,West,Medium,1,15.922270109864884,3,No,Yes,No,Unemployed,No,Low,No,3.206342299461329,Primary
2097,North,Low,5,57.68215028233609,8,Yes,Yes,No,Employed,Yes,Low,Yes,7.195102415484479,None
2098,South,Medium,7,53.125128461354166,8,No,Yes,No,Unemployed,No,Medium,No,8.025256968207202,Secondary
2099,East,Low,1,77.68704861872817,8,Yes,Yes,Yes,Unemployed,No,Low,No,1.2390615331290022,Primary
2100,East,Low,7,35.80846806840831,3,No,Yes,No,Unemployed,Yes,Low,Yes,6.330413588672813,Secondary
2101,South,Medium,3,13.175268587984812,0,No,No,No,Employed,No,Low,Yes,6.6984883572488005,Primary
2102,North,Medium,5,43.89666152728266,5,No,No,Yes,Employed,Yes,Low,No,6.728872037485278,Secondary
2103,East,Medium,3,87.53458431501915,5,Yes,Yes,Yes,Employed,Yes,Low,Yes,1.756963310565073,None
2104,South,Medium,4,73.64599239492185,3,Yes,Yes,Yes,Employed,Yes,High,Yes,1.1951931562542049,Primary
2105,North,High,7,12.701773891381851,9,No,No,Yes,Unemployed,Yes,High,Yes,3.6432421975352023,None
2106,East,Low,4,79.97431231185404,11,No,No,No,Employed,No,Medium,Yes,4.220492065742738,None
2107,North,High,1,47.73515916970539,2,No,Yes,No,Unemployed,No,Medium,Yes,2.3016142521122522,Primary
2108,East,Low,5,39.18144254543647,5,Yes,Yes,No,Employed,No,High,No,5.586277998767494,Secondary
2109,South,High,3,37.73916326422332,8,No,No,No,Unemployed,No,Medium,No,3.047912531282026,Secondary
2110,South,High,3,57.611540243109154,4,Yes,Yes,No,Unemployed,Yes,High,Yes,4.037783270363509,Primary
2111,South,Low,2,52.447953475261,1,Yes,No,Yes,Unemployed,Yes,High,No,3.6354135628218787,Primary
2112,North,High,1,62.53017953346104,6,No,Yes,Yes,Employed,Yes,Medium,Yes,7.948283082910027,Tertiary
2113,West,Medium,6,55.891317203203734,9,Yes,Yes,No,Unemployed,No,Medium,Yes,8.893676261231919,None
2114,North,Medium,4,21.51556598733748,6,No,No,No,Employed,No,Low,No,3.6862533315547252,Primary
2115,South,High,7,30.578880700665458,4,No,Yes,No,Employed,Yes,High,No,4.3898435401073845,Primary
2116,East,High,6,77.28236576814673,6,Yes,No,Yes,Unemployed,Yes,High,No,8.337459897876094,Primary
2117,West,Low,7,63.060681175650394,5,Yes,No,No,Employed,Yes,High,No,7.831896738727989,None
2118,North,Low,2,45.87205003317929,5,Yes,Yes,No,Employed,Yes,Medium,No,7.37914299217401,None
2119,North,High,4,24.608114546709228,4,Yes,Yes,No,Unemployed,Yes,High,Yes,7.370716972907759,None
2120,East,Low,7,10.615282878184953,7,Yes,No,Yes,Employed,Yes,High,No,3.6746103240202634,None
2121,East,Medium,4,34.950992255089446,4,Yes,No,Yes,Employed,No,Medium,No,9.428759845126889,Tertiary
2122,South,Medium,7,14.3877565541335,2,Yes,No,No,Employed,No,High,No,8.282746924349734,Tertiary
2123,North,Medium,3,48.58273064699641,4,No,No,No,Unemployed,Yes,High,No,2.907385654222222,Primary
2124,East,Low,4,75.74411622065668,5,Yes,Yes,Yes,Employed,No,Low,No,6.959363475782036,None
2125,East,Low,5,32.83189291058378,2,No,Yes,Yes,Unemployed,No,Low,Yes,2.3940388380424587,Primary
2126,West,Low,4,77.82033292440397,1,Yes,No,Yes,Unemployed,No,Low,Yes,6.198717452415732,None
2127,South,Low,7,66.36515168692715,6,Yes,No,Yes,Employed,No,High,No,3.6018779659155564,Primary
2128,South,High,5,20.02098634838923,9,No,No,No,Unemployed,Yes,Low,Yes,1.9472162978419483,Secondary
2129,North,High,7,61.564951301566666,7,No,No,Yes,Unemployed,Yes,Medium,Yes,6.4285821769564055,None
2130,East,High,4,22.134384584443456,6,No,No,Yes,Employed,No,Low,Yes,8.958676932549945,Primary
2131,South,High,2,62.383273621993496,6,No,No,Yes,Employed,Yes,Medium,Yes,2.2663966661753028,Primary
2132,North,Medium,7,21.41715877824849,5,Yes,No,Yes,Employed,No,Medium,No,9.091580565635594,None
2133,South,Low,3,41.40090928124528,5,Yes,No,Yes,Unemployed,Yes,Medium,No,2.1503218699316458,None
2134,North,Medium,2,55.327541619055495,5,No,Yes,No,Employed,Yes,High,Yes,7.676899719655681,Tertiary
2135,East,Low,3,14.029933713915339,3,Yes,Yes,No,Employed,No,Medium,Yes,9.906383889221791,Primary
2136,South,High,7,22.26466758836219,3,Yes,No,Yes,Unemployed,Yes,High,Yes,1.8431200267430086,Secondary
2137,North,Medium,7,35.63270600417972,8,No,No,No,Employed,Yes,Medium,No,2.9140419831297577,Tertiary
2138,North,Low,2,46.985606861748906,5,No,Yes,Yes,Employed,Yes,High,Yes,5.1719991129267315,None
2139,East,High,7,78.67898351371475,4,Yes,No,No,Employed,No,Medium,No,7.638373415175479,Secondary
2140,South,Low,1,24.981847068318572,2,No,No,No,Unemployed,No,Medium,No,9.081171578648691,Primary
2141,North,Low,4,37.79767604020205,4,Yes,No,No,Employed,No,High,Yes,7.561985786641298,Tertiary
2142,North,High,4,48.06209890241445,10,No,No,No,Unemployed,Yes,Low,No,7.940987812783674,Tertiary
2143,North,Medium,1,33.6622844791495,1,Yes,Yes,No,Unemployed,Yes,Medium,No,5.069225908133687,Primary
2144,North,Low,1,60.05982229766967,5,No,No,Yes,Employed,No,Medium,Yes,4.202339463282417,Secondary
2145,South,High,5,30.52819478207761,2,No,Yes,Yes,Employed,No,Low,Yes,5.569877127841837,None
2146,West,Low,2,71.78803368905946,3,No,Yes,No,Employed,No,Medium,Yes,6.845732639895828,Tertiary
2147,South,Low,7,50.41232758809467,4,No,Yes,No,Employed,No,High,No,5.521079584227498,Primary
2148,North,Low,4,16.904390676888816,4,Yes,Yes,No,Unemployed,Yes,High,Yes,8.112959295970432,None
2149,South,Medium,5,60.159911618556606,8,Yes,Yes,Yes,Employed,Yes,Medium,No,2.413669012227217,None
2150,South,Medium,7,55.53948030390059,3,Yes,Yes,No,Unemployed,Yes,Medium,No,4.565690450596682,Secondary
2151,East,Medium,7,37.08778833653382,2,Yes,Yes,No,Employed,Yes,High,Yes,1.5985850462645028,Primary
2152,East,Medium,6,10.892566271121709,5,No,No,Yes,Employed,No,Low,No,7.0429389731675105,None
2153,North,High,4,26.056123373949802,4,Yes,Yes,Yes,Unemployed,No,Medium,No,7.813287835487278,None
2154,West,Medium,7,42.4567623105882,5,No,Yes,Yes,Unemployed,No,High,No,7.006467477979983,Tertiary
2155,East,Low,1,25.993122703463793,6,Yes,Yes,Yes,Unemployed,Yes,Low,No,9.596396733261946,None
2156,South,High,5,56.19928967517423,4,No,No,Yes,Employed,No,Medium,No,9.389287191329268,Primary
2157,North,Low,6,66.98599151410053,6,Yes,No,No,Employed,No,Medium,No,3.43374270312419,Tertiary
2158,West,Medium,5,78.48141254006686,6,No,No,Yes,Employed,No,Low,No,3.1885558071033753,Secondary
2159,East,Low,5,61.7586094946999,1,Yes,No,Yes,Unemployed,Yes,Medium,No,1.227908295631338,Tertiary
2160,North,Low,2,65.120737700385,2,No,Yes,Yes,Unemployed,No,Medium,Yes,5.523113657891343,Secondary
2161,West,Low,6,58.67534921844196,2,No,Yes,Yes,Unemployed,No,High,Yes,8.750079044040763,Primary
2162,North,Low,5,88.83888460901629,3,Yes,No,No,Unemployed,Yes,Low,Yes,2.4175608586133377,Secondary
2163,West,Medium,4,30.880045526392657,5,Yes,No,No,Employed,Yes,Medium,No,6.340424314082896,Secondary
2164,East,Low,2,31.300694441020667,7,No,No,No,Unemployed,No,High,Yes,7.483293418008347,Secondary
2165,South,Low,4,20.106691313748772,1,Yes,No,Yes,Employed,No,Medium,Yes,4.309180823729958,Secondary
2166,South,Low,6,48.85474606956259,3,Yes,No,Yes,Unemployed,No,High,No,7.326500996486526,Secondary
2167,East,Low,5,17.692936290473753,3,No,Yes,No,Employed,Yes,Medium,Yes,8.535849770190882,Tertiary
2168,East,Medium,5,31.6117277518483,5,No,No,No,Employed,Yes,Medium,Yes,1.094587549601385,None
2169,East,Low,6,48.614474301711326,7,No,Yes,No,Employed,No,Medium,Yes,7.617052685648157,Tertiary
2170,West,High,4,86.60764927440138,7,Yes,Yes,Yes,Employed,Yes,Medium,No,6.398551598658555,Tertiary
2171,West,High,7,87.10503950721339,5,Yes,Yes,No,Employed,Yes,Medium,No,8.603525772500257,Primary
2172,West,Low,3,69.49921873092447,6,No,No,Yes,Employed,Yes,Low,No,2.247451647086367,None
2173,West,Low,5,41.140012926054794,6,Yes,No,Yes,Employed,No,Low,No,8.263903123230936,None
2174,West,Medium,5,79.21290187012369,3,Yes,Yes,Yes,Unemployed,Yes,Low,No,2.270622380443464,Primary
2175,West,High,7,80.03646415261122,6,Yes,No,Yes,Unemployed,Yes,High,No,6.263936840351675,None
2176,West,Medium,2,82.81579046372418,5,No,No,No,Unemployed,No,Low,No,3.43796121464977,Secondary
2177,East,Low,4,61.202003857217036,5,Yes,No,Yes,Unemployed,Yes,Medium,No,3.160065463575531,None
2178,West,High,7,26.143423648630435,5,Yes,No,Yes,Unemployed,No,Medium,Yes,5.488662693243133,Primary
2179,North,High,7,17.286461821654537,5,No,No,Yes,Unemployed,Yes,Low,Yes,7.815970164417378,Tertiary
2180,West,Medium,5,83.1820403232104,4,Yes,No,Yes,Employed,No,High,Yes,6.807004719903453,None
2181,South,Low,4,14.443688649728239,11,No,Yes,No,Employed,Yes,Medium,Yes,9.897059760007693,Secondary
2182,South,High,2,33.67120475503959,4,Yes,No,No,Employed,Yes,High,Yes,2.0715483735555313,Primary
2183,East,Medium,4,48.95694136301897,8,Yes,No,Yes,Employed,Yes,Medium,Yes,7.495833931291654,None
2184,South,High,4,11.758135429878065,4,No,Yes,No,Unemployed,Yes,High,No,1.4992322808814058,Tertiary
2185,South,Low,7,82.5529806942595,5,No,Yes,No,Unemployed,No,High,Yes,4.217074217353337,Secondary
2186,South,Low,2,32.9696795897788,5,No,Yes,Yes,Employed,Yes,High,No,4.091513912914315,Primary
2187,East,Low,5,12.280383913646018,6,Yes,No,No,Unemployed,Yes,Medium,Yes,3.3059204819387666,Primary
2188,East,Medium,4,89.48719977812148,2,Yes,No,Yes,Unemployed,Yes,Medium,Yes,5.791624054537439,Secondary
2189,West,Low,3,34.91145446540123,6,No,No,Yes,Unemployed,No,Low,No,3.1927000188019714,Primary
2190,South,Medium,5,80.14119259882983,9,No,No,No,Employed,Yes,High,Yes,4.308148382417734,Primary
2191,West,High,7,46.27795631367047,8,Yes,Yes,Yes,Employed,Yes,High,Yes,8.735459924250627,Tertiary
2192,East,Low,2,63.05007208439992,5,Yes,No,No,Unemployed,Yes,Medium,No,3.9134502203086043,None
2193,West,Medium,1,29.28721196298838,9,No,Yes,No,Unemployed,No,High,No,9.873634176534734,Secondary
2194,West,Medium,6,50.230026158161756,6,Yes,No,Yes,Unemployed,Yes,High,No,3.484391433865747,None
2195,South,Medium,3,30.61209539400216,3,No,Yes,No,Employed,No,Medium,No,9.127034757778166,Tertiary
2196,East,Low,5,86.08671050120829,8,Yes,No,No,Unemployed,Yes,Medium,Yes,4.881480584039165,None
2197,South,Medium,6,14.875632993299703,3,Yes,No,No,Unemployed,Yes,Medium,No,9.167755824422075,Tertiary
2198,West,Low,2,31.973914200387796,3,Yes,No,Yes,Employed,No,Medium,Yes,4.84113605025788,None
2199,East,Low,3,81.4487101239903,6,Yes,No,No,Unemployed,Yes,Medium,Yes,7.933244359202129,Secondary
2200,West,High,5,48.4028766005827,6,Yes,No,No,Employed,No,Medium,No,4.599978438315315,Primary
2201,West,High,6,58.0067289523336,3,No,No,Yes,Employed,No,High,No,6.58813302990125,Secondary
2202,South,Low,1,62.135469719651404,3,No,Yes,No,Employed,No,Medium,No,1.463393445741896,Primary
2203,East,High,5,15.67420094188507,7,No,Yes,No,Unemployed,Yes,Low,No,6.391000862152007,Secondary
2204,East,Medium,1,11.419099272686806,4,No,Yes,No,Unemployed,Yes,High,Yes,3.843547693090839,Primary
2205,South,Low,1,85.02728413690453,4,No,Yes,No,Unemployed,No,Low,Yes,9.966585479444706,None
2206,North,High,4,31.72022762375046,7,No,No,No,Employed,Yes,Medium,Yes,8.295598871043143,None
2207,South,Medium,7,40.42504883484231,4,Yes,Yes,Yes,Unemployed,No,Medium,No,1.7161643728938345,Primary
2208,South,Low,2,64.56745365788396,8,No,No,No,Unemployed,Yes,High,No,2.784425596161962,None
2209,North,Medium,4,28.9043101658177,4,Yes,No,Yes,Employed,No,Medium,Yes,6.544665562356533,Tertiary
2210,East,Low,1,68.64570961340146,6,No,Yes,Yes,Employed,No,High,Yes,3.7038516992130157,Secondary
2211,North,High,2,46.6593745730616,2,No,No,Yes,Unemployed,Yes,High,No,2.916131113863068,Secondary
2212,West,Medium,2,78.52878442299128,6,No,Yes,No,Employed,No,Medium,Yes,4.2012488530328005,Secondary
2213,West,High,2,32.28325086123859,6,Yes,Yes,No,Unemployed,No,High,No,1.9558547476367276,Primary
2214,South,Medium,3,26.305798437063885,4,Yes,No,Yes,Unemployed,Yes,High,No,5.990251284016359,Primary
2215,West,Medium,5,76.53506830998977,7,Yes,Yes,No,Unemployed,Yes,High,No,3.547065740442229,Secondary
2216,North,Medium,1,36.106085199426694,2,No,Yes,No,Employed,Yes,Medium,No,8.80308895850141,Primary
2217,West,Medium,2,42.949491680040396,6,No,No,Yes,Unemployed,No,High,Yes,1.2947734840973801,Tertiary
